P,R,F
8.503983219464619214e-01,5.803041929422423362e-01,6.898564960374977684e-01
7.818303604920704419e-01,5.567864210799683411e-01,6.503915598590076508e-01
7.512216866016387939e-01,5.794294107445450148e-01,6.542360203575857680e-01
7.685498222708702087e-01,5.752655333557794570e-01,6.580073989599137807e-01
9.074572920799255371e-01,5.950901278749455292e-01,7.188044368025524600e-01
7.625524885952472687e-01,6.738572683791781426e-01,7.154665087250401401e-01
8.401112084587414319e-01,7.003961354494094849e-01,7.639179989359639045e-01
7.157693952322006226e-01,6.530388450726519745e-01,6.829666938543338395e-01
9.471962451934814453e-01,6.195534028459427356e-01,7.491160538722581030e-01
7.898727543652057648e-01,7.129822002593860786e-01,7.494605019589833939e-01
7.779309637844562531e-01,7.358146781145139537e-01,7.562869294134385578e-01
8.153410678108532483e-01,7.398842356579248269e-01,7.757821344756176130e-01
8.023211151361465676e-01,7.142114842007326603e-01,7.557067414146410034e-01
9.427647590637207031e-01,5.917557990828226089e-01,7.271150723724613130e-01
6.911450661718845367e-01,6.111607778557510695e-01,6.486967069830793520e-01
7.596603520214557648e-01,6.737798901144848029e-01,7.141474802558339663e-01
8.092637568712235385e-01,6.113667359878850460e-01,6.965314965131061964e-01
8.288728818297386169e-01,7.004962570445482095e-01,7.592965446064056101e-01
9.219675064086914062e-01,4.731930857151747105e-01,6.254027697593119717e-01
7.630009483546018600e-01,6.047662723064423096e-01,6.747306593291210186e-01
7.940674990415573786e-01,5.826852394640446020e-01,6.721488875800223362e-01
7.667003534734249115e-01,6.027280069887638314e-01,6.748973357768831560e-01
8.948025703430175781e-01,4.675706455484032742e-01,6.141979460156971049e-01
6.402661353349685669e-01,5.148095167428254904e-01,5.707246951758829789e-01
7.676547132432460785e-01,6.276580859720707339e-01,6.906332232781908775e-01
7.944139117995897559e-01,6.046374307572841555e-01,6.866544092806533550e-01
7.928930729627610141e-01,5.847654039412737426e-01,6.731079521758777107e-01
8.870526552200317383e-01,3.695133823156356856e-01,5.217041001127893374e-01
7.150672934949398041e-01,5.005299492180347309e-01,5.888670745940638440e-01
7.881579846143722534e-01,6.032819759845733376e-01,6.834380495174312564e-01
9.263330549001693726e-01,6.156271380186081332e-01,7.396763808289370523e-01
7.347740791738033295e-01,5.666418991237879288e-01,6.398473456498010581e-01
9.644307494163513184e-01,4.179351746688207969e-01,5.831589547898463621e-01
7.305229566991329193e-01,4.841814724421953930e-01,5.823732462677295718e-01
8.020335763692856279e-01,4.914600456817240781e-01,6.094617729242757243e-01
8.064936012029648715e-01,5.037649479942231112e-01,6.201573076040911570e-01
8.993664979934692383e-01,4.507841173901305232e-01,6.005554171347796677e-01
7.980236820876598358e-01,4.582763082949043998e-01,5.822102201046308600e-01
8.424105197191238403e-01,5.481619582617585085e-01,6.641543788066963661e-01
8.230253096137727375e-01,5.317183992342103815e-01,6.460523821575185899e-01
8.078464478254319125e-01,5.252048238357410748e-01,6.365619392684955802e-01
9.665284752845764160e-01,4.278237702843697421e-01,5.931124759866202023e-01
6.958737485110759735e-01,4.540915836733352973e-01,5.495651106244335837e-01
8.988378763198853205e-01,4.976213960142075177e-01,6.405929161931737115e-01
7.724198959767818451e-01,5.053678253972077039e-01,6.109875006524220220e-01
8.013320058584213479e-01,4.622629779049112764e-01,5.863051437817504707e-01
9.342600703239440918e-01,5.394130713332478955e-01,6.839401217433397351e-01
7.605570107698440552e-01,6.577099291520697166e-01,7.054044391630327482e-01
7.944147229194641335e-01,6.746561147760007371e-01,7.296540598769974961e-01
7.520680874586105347e-01,6.195072753824919509e-01,6.793817742519213665e-01
9.602027535438537598e-01,5.538786003522783163e-01,7.025193934509783578e-01
7.762649506330490112e-01,5.987963256574122539e-01,6.760783802008761834e-01
8.003359198570252353e-01,6.838183503284631648e-01,7.375033706662379451e-01
7.894043922424316406e-01,6.485008166354392367e-01,7.120488747993687362e-01
7.757881581783294678e-01,6.230900730833272005e-01,6.911050431323767507e-01
9.633511304855346680e-01,5.210121475316792372e-01,6.762733203583317643e-01
7.300541549921035767e-01,5.366068255399988329e-01,6.185586334522291674e-01
7.863716557621955872e-01,5.548587479741773354e-01,6.506342104131946913e-01
7.758625388145446999e-01,6.604832594639786780e-01,7.135387859196555826e-01
8.124779224395752841e-01,7.266346763506112971e-01,7.671623670392400118e-01
9.768239855766296387e-01,5.707024856381219813e-01,7.204734613191093873e-01
7.400991357862949371e-01,6.257318696134710478e-01,6.781272560133841942e-01
7.743419915437699252e-01,6.056659489053568546e-01,6.796954761477480567e-01
7.594905234873294830e-01,6.199539726319378552e-01,6.826648966839913291e-01
9.383105039596557617e-01,5.543363514828355543e-01,6.969359422511526292e-01
7.143700172503788526e-01,6.225124087235698322e-01,6.652854305186255424e-01
7.572548277676105499e-01,6.449522404638055040e-01,6.966063840867054990e-01
8.101456433534622859e-01,6.920011190518940980e-01,7.464273209867998693e-01
7.531547434628009796e-01,6.323635592444302178e-01,6.874937895910293584e-01
9.448403120040893555e-01,5.386211998658637645e-01,6.861128764868057450e-01
7.564611621201038361e-01,6.623254479610756196e-01,7.062703785140547197e-01
8.930801153182983398e-01,5.772851703509892518e-01,7.012705094896595215e-01
7.474070228636264801e-01,5.906771231595783211e-01,6.598631803633909776e-01
8.106487219532330091e-01,5.872492047205363219e-01,6.810981090836868423e-01
9.636399745941162109e-01,6.948334394499312561e-01,8.074525310670925826e-01
7.822014354169368744e-01,7.390116595251615683e-01,7.599934325998374263e-01
7.684130780398845673e-01,7.117719009172084332e-01,7.390087658252693092e-01
8.082526296377182673e-01,7.591771337875099501e-01,7.829466162537265239e-01
9.501910209655761719e-01,6.642382841470629851e-01,7.818902337554936022e-01
7.955154888331890106e-01,7.480621060659718990e-01,7.710593804304770593e-01
8.074915260076522827e-01,7.623707031787827493e-01,7.842826855097910776e-01
8.169353574514389704e-01,7.108604866404866218e-01,7.602155327198392154e-01
8.067894428968429565e-01,7.655058385327805359e-01,7.856056509214762729e-01
9.568029046058654785e-01,6.497135287107422830e-01,7.739077902225878214e-01
7.829645536839962006e-01,7.602274324311766307e-01,7.714284906704832467e-01
9.170882999897003174e-01,7.204610854387283325e-01,8.069697780514547558e-01
8.484784960746765137e-01,6.357218510536259970e-01,7.268510900801746777e-01
9.056735634803771973e-01,7.736014332189116161e-01,8.344438738312995874e-01
9.382706582546234131e-01,5.417368227527254998e-01,6.868826972942092546e-01
6.955200619995594025e-01,5.181394484603688566e-01,5.938673544131088944e-01
7.904632414380708960e-01,6.379189562229882204e-01,7.060456042318555836e-01
7.263993509113788605e-01,5.367041398726758450e-01,6.173073571239363622e-01
9.575062990188598633e-01,4.852150306992587536e-01,6.440557004365400351e-01
7.841861583292484283e-01,5.505088826730137885e-01,6.468915108957026261e-01
7.811466008424758911e-01,5.982875038115751387e-01,6.775970644080150374e-01
7.546424008905887604e-01,5.640398814742053624e-01,6.455662839276520293e-01
7.735802799463272761e-01,5.813961374972547169e-01,6.638589144649322815e-01
8.803167343139648438e-01,5.351004396520909756e-01,6.656099420421364155e-01
7.183695919811725616e-01,5.550277088547036497e-01,6.262225127797524937e-01
6.871697952349979932e-01,5.262151942366645185e-01,5.960172417010080048e-01
7.166227586567401886e-01,4.920680009360823837e-01,5.834860992836810034e-01
7.683656722307206088e-01,5.586436777597381109e-01,6.469323294555376913e-01
9.622481465339660645e-01,4.539484088569879505e-01,6.168790813420584884e-01
8.200056493282318337e-01,5.678276645541191492e-01,6.710054991787082201e-01
7.786882594227790833e-01,5.231022413969039775e-01,6.258051101110795322e-01
7.904352992773056030e-01,5.220476151108741636e-01,6.288003574957374830e-01
9.663433432579040527e-01,4.690087350234389274e-01,6.315153973405459586e-01
8.413579165935516357e-01,5.567526983022690334e-01,6.700875958034835378e-01
8.243593513965606911e-01,5.495760318040847636e-01,6.594897353407036533e-01
8.428999036550521851e-01,5.594540469646454017e-01,6.725317272113013889e-01
7.979115433990955353e-01,5.937745904922485662e-01,6.808713378584632103e-01
9.718648791313171387e-01,4.525661716330796613e-01,6.175562761806924206e-01
8.415643622477848584e-01,5.022294963002205126e-01,6.290525039496932536e-01
8.716388940811157227e-01,5.426873186826706164e-01,6.689084456181421112e-01
7.574178533894674326e-01,5.281257121562957790e-01,6.223232785602014205e-01
8.009620755910873413e-01,5.825729852914810492e-01,6.745313229499230179e-01
9.667669534683227539e-01,5.191747222140611351e-01,6.755594418363093379e-01
5.241354952255884436e-01,4.467440430658409789e-01,4.823552274331893153e-01
6.532180197536945343e-01,5.692726402397615404e-01,6.083631702500941207e-01
7.598257929086685847e-01,6.459095131560981251e-01,6.982519480925274413e-01
9.081906676292419434e-01,5.298836301249194580e-01,6.692774755247368201e-01
7.777730114758014679e-01,6.300909903394170675e-01,6.961862316646969528e-01
7.034816414117813776e-01,6.739670127989297876e-01,6.884081217428211774e-01
6.736566632986069614e-01,6.363179926053587065e-01,6.544551892869882037e-01
6.371589414775371552e-01,5.356554294745606848e-01,5.820147755584529348e-01
9.284796714782714844e-01,4.665391512484435843e-01,6.210269149433048641e-01
6.388294883072376251e-01,5.694161491042160073e-01,6.021289312419010331e-01
6.713158577680587991e-01,6.202696360737445236e-01,6.447840189808274891e-01
5.950017161667346954e-01,4.822948063353458270e-01,5.327525550743240634e-01
7.787385016679764238e-01,5.612577013222568301e-01,6.523495818898116250e-01
9.639111161231994629e-01,5.747244063049856688e-01,7.200967816866956639e-01
8.304773072401682166e-01,6.246814875289647961e-01,7.130270613911172672e-01
7.570644617080688477e-01,5.973982201381163870e-01,6.678204841166408556e-01
7.844809144735336304e-01,6.490106069379383280e-01,7.103445354631484632e-01
9.449740052223205566e-01,5.744051806854479914e-01,7.144996709803923540e-01
8.065957129001617432e-01,6.128223571512434464e-01,6.964824479508893162e-01
8.199418783187866211e-01,6.787980290675404982e-01,7.427238418216914884e-01
8.423949480056762695e-01,6.530507811994263889e-01,7.357360660168850153e-01
8.221242427825927734e-01,6.826661304391996588e-01,7.459329692002603096e-01
9.562901258468627930e-01,5.806202515207156134e-01,7.225423441372037514e-01
7.533961385488510132e-01,6.017945696308155679e-01,6.691157225665027575e-01
8.518263697624206543e-01,6.030221194630922543e-01,7.061493299307591842e-01
7.813512682914733887e-01,5.888297964226116843e-01,6.715651238964143177e-01
8.344017267227172852e-01,7.020030608682922280e-01,7.624977100879264391e-01
9.540915489196777344e-01,4.653057592222467065e-01,6.255391495968799509e-01
7.425656095147132874e-01,4.727527075447142124e-01,5.777085681997596867e-01
7.751073762774467468e-01,4.983605220913887024e-01,6.066629825742736459e-01
7.748751118779182434e-01,5.240839621401391923e-01,6.252693051222607545e-01
9.466878175735473633e-01,5.030601785547332838e-01,6.569982421993283417e-01
7.975626811385154724e-01,5.311176824616268277e-01,6.376246002106934485e-01
8.212351262569428378e-01,5.732230435824021697e-01,6.751739259758765543e-01
8.493220337799616271e-01,5.724138493533246219e-01,6.839015607106329053e-01
8.147308766841888650e-01,5.719879940152168274e-01,6.721135619677667261e-01
9.511389732360839844e-01,5.036545500042848289e-01,6.585752052150247726e-01
7.517715767025947571e-01,5.004660608828999102e-01,6.009021744491168660e-01
8.719990452130634839e-01,5.901484164642170072e-01,7.039082844632822411e-01
7.666810527443885803e-01,5.070982219767756760e-01,6.104395108093876310e-01
8.565042998109544392e-01,6.057416589464992285e-01,7.096211582669250673e-01
9.208585023880004883e-01,4.706703145657816223e-01,6.229418402392026266e-01
7.019839324057102203e-01,5.807862971578874323e-01,6.356596674448031781e-01
7.810987457633018494e-01,5.670280558688025607e-01,6.570671285750331325e-01
7.679087796381540709e-01,5.712714667522138523e-01,6.551535927418621341e-01
9.648274183273315430e-01,5.092620190773760047e-01,6.666487753737158073e-01
7.730657793581485748e-01,6.336045832403244260e-01,6.964218966592280458e-01
7.835047170519828796e-01,6.689366816032317198e-01,7.217021573889311759e-01
7.993373697002728040e-01,6.255035218932936125e-01,7.018163822758438641e-01
7.489236265420914362e-01,6.436293116740642306e-01,6.922956894769173308e-01
9.442944526672363281e-01,4.992004398617052030e-01,6.531262543015908806e-01
7.362422384321689606e-01,5.823305831440994673e-01,6.503036692793281448e-01
7.939540520310401917e-01,5.233217461575423446e-01,6.308374016270473783e-01
7.517853289842606479e-01,5.777297009143137485e-01,6.533641267658023555e-01
7.823182965318361548e-01,6.183993777921122925e-01,6.907675353552883424e-01
9.725196361541748047e-01,4.256843958340638112e-01,5.921688455788057803e-01
7.932662665843963623e-01,5.564189812974303928e-01,6.540612467139478303e-01
8.231807308537618662e-01,5.471112049640493025e-01,6.573364256015997720e-01
8.162724196910858820e-01,5.043073538822907542e-01,6.234416008169054724e-01
9.712054133415222168e-01,3.946403217046184908e-01,5.612300231686377927e-01
8.383486449718475786e-01,5.625318045734513106e-01,6.732876831435450349e-01
9.023959537347157056e-01,5.686940112752272292e-01,6.976965201233784608e-01
8.258110235134760169e-01,5.549230838181279379e-01,6.637941329699394988e-01
8.731064319610596369e-01,4.645917706607662345e-01,6.064717174696966362e-01
9.399390816688537598e-01,4.498054657349402352e-01,6.084423747980903796e-01
7.536465451121330261e-01,5.277444732685884210e-01,6.207828731053605109e-01
8.937780410051345825e-01,5.124849433753084771e-01,6.514397290154266829e-01
7.774837553501129372e-01,5.471020980559765379e-01,6.422580954834933298e-01
8.280600351946694193e-01,5.185510883940026572e-01,6.377363516223729656e-01
9.519167542457580566e-01,4.909510298915531479e-01,6.477994948752758830e-01
7.107650985320408399e-01,5.230354860424994978e-01,6.026182406145412784e-01
7.670742087066173553e-01,5.361769008895624911e-01,6.311714894362414618e-01
7.096839497486749915e-01,5.055865687520607610e-01,5.904967948938609767e-01
9.484345912933349609e-01,4.477875875390094351e-01,6.083519428533381568e-01
8.065750710666179657e-01,5.800180088566697645e-01,6.747878285089506933e-01
8.163112372159958552e-01,5.875165793558825289e-01,6.832695293787179880e-01
8.136479705572128296e-01,5.891443130762681335e-01,6.834312966966306080e-01
7.101051956415176392e-01,4.816289268757986131e-01,5.739656134429158563e-01
9.653858542442321777e-01,4.394378807517173580e-01,6.039577825014393886e-01
7.492728643119335175e-01,5.093234704240509059e-01,6.064251817894826813e-01
8.695781707763672319e-01,5.568584030737048218e-01,6.789392818487521852e-01
7.556683234870433807e-01,5.203257087780082113e-01,6.162938792456831294e-01
8.016407266259193420e-01,6.083797533227049970e-01,6.917658210693234944e-01
9.598602056503295898e-01,6.360393748050783280e-01,7.650968677213311198e-01
7.705169096589088440e-01,6.262541602297527765e-01,6.909355879481782203e-01
9.218862801790237427e-01,6.022141161488323569e-01,7.285254078345110296e-01
7.764472886919975281e-01,6.530978199912280679e-01,7.094508994542141345e-01
9.437404870986938477e-01,5.798380002379417419e-01,7.183306949148066112e-01
8.130983486771583557e-01,7.143739970718941956e-01,7.605457722014783428e-01
7.824017927050590515e-01,6.267035779793088679e-01,6.959507970188812953e-01
8.152094066143036333e-01,6.975031095307048234e-01,7.517768114740057683e-01
7.809749320149421692e-01,6.523465554161770319e-01,7.108890939455950742e-01
9.444886445999145508e-01,6.404243429622998862e-01,7.632892460344100627e-01
7.394830510020256042e-01,5.965261055928905432e-01,6.603561695497226491e-01
8.289298638701438904e-01,6.742628036839206640e-01,7.436393033766733884e-01
7.922179624438285828e-01,5.947087490704001667e-01,6.793999272271381562e-01
7.930986061692237854e-01,6.249641648879865619e-01,6.990638470945066407e-01
9.615606665611267090e-01,5.090818650147935776e-01,6.657132334303577093e-01
9.438442468643188921e-01,6.724604044680122517e-01,7.853691239185638384e-01
7.321740314364433289e-01,6.205049097403749769e-01,6.717301015944916465e-01
7.757811367511749934e-01,6.809833027959406593e-01,7.252977714308326274e-01
9.002950191497802734e-01,4.830281358917017376e-01,6.287291921163017383e-01
7.801306471228599548e-01,5.842016285604184622e-01,6.680976513742878931e-01
8.278063918863023396e-01,7.340953346711021066e-01,7.781396229506226669e-01
9.382458627223968506e-01,6.418308780805485059e-01,7.622353400639783061e-01
7.785343587398529941e-01,6.522578057405110652e-01,7.098237258095096980e-01
9.641913175582885742e-01,5.160724768532557460e-01,6.723026034836178111e-01
7.574419453740119934e-01,6.309290837060224089e-01,6.884213838313731904e-01
9.289088646570841101e-01,5.975965368855107318e-01,7.272987308664108363e-01
7.653704106807709406e-01,6.483827324600907049e-01,7.020362227012287848e-01
7.651802429131098204e-01,7.177422450402298759e-01,7.407024842773367590e-01
9.463322162628173828e-01,6.010403377935290559e-01,7.351608162319659412e-01
8.075947940349579302e-01,7.485083870589733790e-01,7.769298129130182140e-01
7.412764504551887512e-01,7.549035444855690669e-01,7.480279402004178513e-01
7.715771615505219172e-01,6.426691686734558040e-01,7.012482088641044387e-01
9.606298804283142090e-01,6.125081118196249452e-01,7.480508348512674432e-01
7.958969056606293169e-01,5.888152740895747916e-01,6.768717160242612163e-01
7.460240349173545837e-01,7.612278137356043306e-01,7.535492434152697427e-01
7.956944286823273149e-01,7.001987960189581806e-01,7.448984616848095541e-01
7.877796947956086093e-01,6.700896572321654032e-01,7.241842692224900180e-01
9.568309783935546875e-01,6.114692913368344751e-01,7.461233943267997493e-01
7.190049216151237488e-01,5.403694488108158334e-01,6.170179452739253945e-01
7.031245529651641846e-01,6.718248054385185242e-01,6.871184209188565539e-01
8.864327073097229004e-01,7.425568576902151774e-01,8.081410708039288293e-01
7.615159079432487488e-01,7.303216185420752238e-01,7.455926272948899536e-01
9.766710996627807617e-01,5.799890726888446979e-01,7.277870603699831964e-01
7.575815878808498383e-01,6.173504770136950537e-01,6.803148556883885645e-01
7.413874827325344086e-01,6.247433735413497891e-01,6.780857264683497476e-01
7.634847275912761688e-01,6.187902327333942853e-01,6.835642774916957931e-01
9.631930589675903320e-01,5.934819014941792314e-01,7.344341788249885150e-01
7.848446778953075409e-01,6.355669013737292872e-01,7.023616355567637859e-01
7.498490326106548309e-01,6.472117316521954766e-01,6.947601754884822345e-01
7.873458474874497348e-01,6.292442696148089487e-01,6.994724257288171820e-01
7.585676573216915131e-01,5.829401053069682703e-01,6.592574748506638826e-01
9.397931098937988281e-01,5.961191540979976500e-01,7.295060881159942667e-01
7.442983649671077728e-01,5.769032501939976854e-01,6.499963986363184176e-01
8.906304001808167392e-01,6.326134019018558874e-01,7.397695976510770821e-01
7.669131569564342499e-01,6.384735787182711508e-01,6.968242626155514152e-01
7.518937848508358002e-01,6.216047401173731002e-01,6.805697017241278957e-01
9.331355392932891846e-01,5.528572752919731492e-01,6.943381780426413075e-01
7.589368373155593872e-01,4.993235085691724029e-01,6.023475278867479465e-01
7.617702335119247437e-01,6.350816863836074022e-01,6.926809028859252093e-01
7.675897330045700073e-01,5.587784117277787566e-01,6.467473959929801453e-01
9.290251135826110840e-01,5.420942914729215412e-01,6.846748251398466767e-01
7.942572236061096191e-01,4.869041324270014237e-01,6.037133770272991029e-01
8.037887454032898171e-01,6.288484885376326439e-01,7.056375831584208447e-01
8.117716073989869052e-01,5.756668234053923250e-01,6.736298666473252705e-01
8.071830868721008301e-01,6.508429088458722589e-01,7.206310309609146314e-01
9.352672696113586426e-01,5.433636233210563660e-01,6.873794059337936524e-01
7.771500200033187866e-01,5.080030157553906411e-01,6.143930611702989042e-01
7.846009045839310581e-01,6.016437310953528517e-01,6.810489339399353748e-01
7.792290300130844116e-01,6.041035046230772698e-01,6.805810983962088390e-01
8.019536733627319336e-01,5.983053079369116123e-01,6.853205669812458822e-01
9.676833152770996094e-01,6.411027961744452108e-01,7.712454437784238559e-01
7.277613095939159393e-01,6.344655752884891253e-01,6.779186390878902957e-01
7.609636299312114716e-01,7.006215849575005983e-01,7.295469864725104836e-01
7.585412524640560150e-01,7.151759060205153951e-01,7.362205486468822446e-01
9.613144397735595703e-01,6.546657359192393777e-01,7.788952298184471656e-01
7.853151671588420868e-01,6.738659336038355097e-01,7.253344194413524626e-01
7.547908239066600800e-01,6.913746096334366653e-01,7.216922754901379244e-01
8.100404019157091406e-01,7.183280722150262587e-01,7.614325605025837884e-01
7.587439231574535370e-01,7.219003493774611702e-01,7.398637382058629308e-01
9.745033979415893555e-01,6.632622695299532634e-01,7.893086883195645775e-01
7.218286804854869843e-01,6.876058587628715024e-01,7.043017833089074697e-01
8.844355046749114990e-01,6.569651560682170377e-01,7.539159988174616300e-01
7.186838649213314056e-01,6.706243811069794170e-01,6.938228769637900806e-01
7.617446154356003474e-01,6.779301908780943631e-01,7.173976654698718258e-01
9.333004355430603027e-01,5.090762177482247575e-01,6.588030313231675317e-01
6.096023023128509521e-01,5.176539026200771554e-01,5.598780640239765516e-01
7.477035671472549438e-01,5.983885169029236062e-01,6.647646679297952721e-01
7.231271266937255859e-01,5.623270766809582710e-01,6.326697009583904796e-01
9.289944171905517578e-01,5.508859436959028244e-01,6.916369454294128971e-01
8.050076216459274292e-01,6.505662208423018678e-01,7.195935388179053316e-01
7.774620801210403442e-01,6.695438116788864358e-01,7.194786524504510616e-01
7.990434050559998003e-01,6.868885226547718492e-01,7.387333616036082518e-01
7.234788735707600171e-01,6.759757773950696436e-01,6.989211028072749299e-01
9.715937972068786621e-01,4.418302123434841855e-01,6.074320102544307209e-01
7.578551322221755981e-01,6.909320268779993723e-01,7.228479066744080139e-01
7.172884543736774976e-01,5.684005971997976303e-01,6.342236255827963243e-01
7.003782391548156738e-01,5.838178304955363718e-01,6.368082160864699803e-01
7.886714637279510498e-01,6.704526370391250545e-01,7.247729817305237354e-01
9.757831096649169922e-01,5.117899438609248008e-01,6.714238090454507368e-01
7.553763762116432190e-01,6.663478335932544461e-01,7.080746158289379366e-01
8.124187529087066872e-01,7.007372538032738962e-01,7.524565653855791458e-01
7.686477974057197571e-01,6.900208391573118272e-01,7.272151945791088812e-01
9.698238372802734375e-01,5.896559236166269979e-01,7.334014648423868854e-01
7.729835435748100281e-01,6.649130487247653098e-01,7.148870750857417855e-01
7.517677024006843567e-01,6.394818386305932689e-01,6.910935506191528965e-01
8.282312899827957153e-01,7.205947085243203931e-01,7.706728652167992299e-01
7.769430354237556458e-01,6.374285626022712092e-01,7.003049028772941886e-01
9.428039789199829102e-01,5.290100764807151856e-01,6.777388803492550018e-01
7.595315352082252502e-01,6.801715170883614325e-01,7.176642652176664638e-01
9.037337660789490634e-01,6.979433021143726101e-01,7.876181053661284182e-01
7.770503237843513489e-01,6.728245802223682404e-01,7.211912648009229931e-01
7.989904701709747981e-01,7.020008429560972152e-01,7.473620648814885969e-01
9.653611183166503906e-01,5.867369316242359023e-01,7.298675756883078458e-01
7.929180175065995151e-01,7.223180044580389536e-01,7.559732633092820508e-01
7.792898327112198764e-01,6.902686726163934638e-01,7.320829439030805963e-01
8.169365461383546467e-01,7.105407128731410227e-01,7.600331493523068138e-01
9.601717591285705566e-01,6.160561256938510422e-01,7.505509826658568473e-01
7.823805697262287140e-01,7.168034810710837146e-01,7.481577937063573769e-01
8.483642879873514175e-01,7.785586602158016678e-01,8.119639152669796411e-01
8.162607742207390604e-01,7.172345662558520241e-01,7.635503374505553387e-01
7.883850604295731257e-01,6.753330755013007280e-01,7.274932167190512056e-01
9.517027139663696289e-01,5.844029958601351105e-01,7.241401599542066636e-01
7.521141953766345978e-01,6.147654648180361781e-01,6.765391956320555567e-01
7.891433785359064368e-01,6.815117854762960947e-01,7.313890109161440556e-01
7.826266914606094804e-01,6.295436864649808228e-01,6.977878875943456238e-01
8.305551360050836829e-01,7.664585374019764474e-01,7.972205690838787273e-01
9.702058434486389160e-01,4.825424452137667686e-01,6.445239050867469510e-01
7.390394881367683411e-01,5.875932580092921853e-01,6.546719457865582958e-01
7.878971149524052198e-01,5.916233798488974571e-01,6.757976498036396551e-01
7.779022991657257302e-01,5.744698774069547653e-01,6.608852890908407662e-01
9.580224156379699707e-01,5.011014621413778514e-01,6.580201181698409618e-01
7.711500748991966248e-01,5.430077406781492755e-01,6.372757593209368299e-01
7.979009697834650305e-01,6.114304447546601295e-01,6.923296249445536343e-01
8.150097690522670746e-01,5.525546815770212561e-01,6.585977914439251624e-01
8.998142778873443604e-01,5.447340403334237635e-01,6.786335368096214626e-01
9.188376665115356445e-01,5.083592408336699009e-01,6.545692695846131448e-01
7.145974859595298767e-01,5.088829367887228727e-01,5.944459110511632893e-01
7.908488333225250910e-01,4.732934015191858634e-01,5.921857906401898353e-01
7.605923165877659375e-01,5.537438249011756852e-01,6.408912990867474679e-01
8.161114901304244995e-01,6.407612506300210953e-01,7.178837305948152503e-01
9.045307636260986328e-01,5.025102024403761414e-01,6.460877090366459186e-01
7.399146668612957001e-01,6.758913475335860399e-01,7.064554270289493676e-01
7.396848909556865692e-01,6.765809808762704991e-01,7.067270898998770923e-01
7.458703331649303436e-01,6.379048172004367911e-01,6.876757085964098071e-01
9.287286996841430664e-01,5.482720871056828704e-01,6.895000017399849357e-01
6.999839891990025098e-01,5.564733571087826514e-01,6.200328909478926009e-01
7.823273509740830134e-01,7.374872358477845280e-01,7.592458193265375632e-01
8.000642135739326477e-01,7.052760496735571705e-01,7.496858242764408153e-01
7.101519070565700531e-01,6.117044471356333224e-01,6.572621575871939736e-01
9.100849628448486328e-01,5.300106143921005097e-01,6.698926070336023164e-01
7.546800635755062103e-01,6.923965867228653037e-01,7.221979567975667091e-01
8.566383620103199537e-01,7.351325596777760207e-01,7.912479656494447733e-01
7.387271635234355927e-01,6.462803779512035218e-01,6.894184416301801788e-01
7.875192254781723245e-01,6.934634521603584290e-01,7.375046433541578850e-01
9.311679005622863770e-01,4.271008720776687251e-01,5.856022466126532544e-01
7.705478295683860779e-01,4.922440195645111372e-01,6.007285542013893753e-01
7.578603446483612727e-01,5.114550342432399033e-01,6.107410261777392879e-01
7.333016917109489441e-01,4.986706938648569620e-01,5.936432791825292377e-01
9.053878188133239746e-01,4.269931456209092868e-01,5.803060882457353742e-01
7.043028175830841064e-01,4.120183963922486869e-01,5.198964488755778435e-01
7.727511152625083923e-01,5.218457000303096116e-01,6.229844565192378392e-01
8.331783761580784375e-01,5.341626379800878954e-01,6.509755133719606901e-01
7.575699269771576372e-01,5.137730162536752188e-01,6.122958222696671671e-01
8.899120092391967773e-01,4.197563252958428914e-01,5.704439589546956846e-01
7.355483993887901306e-01,4.539988842941281022e-01,5.614541889128569219e-01
7.971117734909057839e-01,5.218955389615418383e-01,6.307911634926960387e-01
7.748661696910859042e-01,5.159024867782557866e-01,6.194067106609636442e-01
7.786500036716461626e-01,5.024491119859875177e-01,6.107755412692971175e-01
9.778491854667663574e-01,5.417445912543270570e-01,6.972185796024082949e-01
7.920538112521171570e-01,6.040668786845656557e-01,6.854041730947766364e-01
8.258762508630752563e-01,6.135189967532443944e-01,7.040328495052896596e-01
7.843699276447296809e-01,5.618132766750124629e-01,6.546946028762981040e-01
9.554312229156494141e-01,5.334457090426969472e-01,6.846377631486179061e-01
8.207389339804649353e-01,6.152053365850042033e-01,7.032626300030889732e-01
8.285914446626390095e-01,6.481736564738119766e-01,7.273616447146475927e-01
8.310536791880924756e-01,6.167821605236103455e-01,7.080624331868912158e-01
8.255784064531326294e-01,5.394862701750209322e-01,6.525525462054903025e-01
9.733743667602539062e-01,5.269248760743147075e-01,6.837238238020174608e-01
7.721723243594169617e-01,5.844032397000199497e-01,6.652928445975847538e-01
8.063516438007355402e-01,5.523038014896914927e-01,6.555761871081440262e-01
7.718427240848542148e-01,5.785245508210272725e-01,6.613459516586563947e-01
8.243308613697687415e-01,6.161372622108867159e-01,7.051887532475099585e-01
9.599182605743408203e-01,4.628067063350303489e-01,6.245150944280317695e-01
7.752745509147644931e-01,7.079132396508664993e-01,7.400642352208683938e-01
7.524830222129822443e-01,6.563986057744306546e-01,7.011643800836677709e-01
8.708844184875488281e-01,6.412659814836931815e-01,7.386415417287781615e-01
9.398899078369140625e-01,4.888654535307603854e-01,6.431887760320859071e-01
7.500692754983901978e-01,6.565343718610557877e-01,7.001919290712206312e-01
