P,R,F
8.076518535614014560e-01,6.971537958238726018e-01,7.483458819343631330e-01
8.003359198570252353e-01,6.838183503284631648e-01,7.375033706662379451e-01
8.003359198570252353e-01,6.838183503284631648e-01,7.375033706662379451e-01
7.801408059895038605e-01,6.818770562132743240e-01,7.277067263986580770e-01
7.163253873586654663e-01,6.260957802607588496e-01,6.681782336824118040e-01
9.774662405252456665e-01,6.960596042136623085e-01,8.131033848698838717e-01
9.607755541801452637e-01,6.315239498468294688e-01,7.621088512024594142e-01
7.806960977613925934e-01,6.637594797839856398e-01,7.174944578082190771e-01
7.777660675346851349e-01,6.621401385493473901e-01,7.153106633479470178e-01
7.789767272770404816e-01,7.208779760419505855e-01,7.488020876963904504e-01
7.645415104925632477e-01,7.044091363475747380e-01,7.332445460525341963e-01
9.355685114860534668e-01,6.122610756795699993e-01,7.401489000650460781e-01
7.645415104925632477e-01,7.044091363475747380e-01,7.332445460525341963e-01
7.572548277676105499e-01,6.449522404638055040e-01,6.966063840867054990e-01
7.572548277676105499e-01,6.449522404638055040e-01,6.966063840867054990e-01
7.900310419499874115e-01,8.185293237830316704e-01,8.040277359939094204e-01
7.907252125442028046e-01,8.192558815312940279e-01,8.047377493260714498e-01
8.306216329336166826e-01,8.309800184743348916e-01,8.308007870544608098e-01
9.888636469841003418e-01,7.666663638381070456e-01,8.637032598604430511e-01
7.900310419499874115e-01,8.185293237830316704e-01,8.040277359939094204e-01
7.900310419499874115e-01,8.185293237830316704e-01,8.040277359939094204e-01
7.907252125442028046e-01,8.192558815312940279e-01,8.047377493260714498e-01
7.900310419499874115e-01,8.185293237830316704e-01,8.040277359939094204e-01
7.245376656452814368e-01,6.973322044278299492e-01,7.106746660992807607e-01
7.917469851672649384e-01,8.114482122798298835e-01,8.014765472288950532e-01
8.074915260076522827e-01,7.623707031787827493e-01,7.842826855097910776e-01
8.074915260076522827e-01,7.623707031787827493e-01,7.842826855097910776e-01
7.038994282484054565e-01,5.442531176266215409e-01,6.138664053298328316e-01
9.656525850296020508e-01,5.167174728675967277e-01,6.732051295104629629e-01
7.627534419298171997e-01,5.894691042956851090e-01,6.650082702257202882e-01
9.621981084346771240e-01,5.363264299396957036e-01,6.887471818797464840e-01
7.049268732468286780e-01,5.348985690091336842e-01,6.082539733492041689e-01
7.538016835848490027e-01,4.984668645386894359e-01,6.001031683875798217e-01
7.357865013182163239e-01,5.621684334639991398e-01,6.373656491847655703e-01
7.357865013182163239e-01,5.621684334639991398e-01,6.373656491847655703e-01
9.656525850296020508e-01,5.167174728675967277e-01,6.732051295104629629e-01
7.983491927385331088e-01,6.297469908992449072e-01,7.040954349913057797e-01
7.811466008424758911e-01,5.982875038115751387e-01,6.775970644080150374e-01
7.811466008424758911e-01,5.982875038115751387e-01,6.775970644080150374e-01
8.129724338650703430e-01,5.495033659338951493e-01,6.557637044067023968e-01
8.135127499699592590e-01,5.483508133888245206e-01,6.551175758722957987e-01
8.435824334621430109e-01,5.710984011888504686e-01,6.810986156323856067e-01
9.553636709849039343e-01,5.227988234460353434e-01,6.757890354216780082e-01
8.477633059024811679e-01,5.688827337622642810e-01,6.808728412628338722e-01
7.544037327170372009e-01,4.947596631646156151e-01,5.975976208072815155e-01
8.452074825763702393e-01,5.393195609152316994e-01,6.584731306306496057e-01
7.550892308354377747e-01,5.205078443288803092e-01,6.162288632834583835e-01
9.881468415260314941e-01,5.177681454271078065e-01,6.794951401363644727e-01
7.544037327170372009e-01,4.947596631646156151e-01,5.975976208072815155e-01
8.243593513965606911e-01,5.495760318040847636e-01,6.594897353407036533e-01
8.243593513965606911e-01,5.495760318040847636e-01,6.594897353407036533e-01
6.269623674452304840e-01,5.934866417244256676e-01,6.097654013350753965e-01
6.269623674452304840e-01,5.934866417244256676e-01,6.097654013350753965e-01
6.364600695669651031e-01,6.384248106953609447e-01,6.374409261875272348e-01
6.636887242396671827e-01,6.194852389485003830e-01,6.408256085581816031e-01
5.912309326231479645e-01,5.642120931521955596e-01,5.774056090871069191e-01
5.912309326231479645e-01,5.642120931521955596e-01,5.774056090871069191e-01
6.269623674452304840e-01,5.934866417244256676e-01,6.097654013350753965e-01
6.450377292931079865e-01,6.017073741160243738e-01,6.226195831648709822e-01
7.794724504152933386e-01,5.914933921163341157e-01,6.725956102684398363e-01
6.450377292931079865e-01,6.017073741160243738e-01,6.226195831648709822e-01
7.034816414117813776e-01,6.739670127989297876e-01,6.884081217428211774e-01
7.034816414117813776e-01,6.739670127989297876e-01,6.884081217428211774e-01
7.947956323623657227e-01,6.513325575024191405e-01,7.159479713437240100e-01
7.988687753677368164e-01,6.385967821785898391e-01,7.097979171112712704e-01
8.299974203109741211e-01,6.966122256384955636e-01,7.574776587729951105e-01
9.627292156219482422e-01,5.760011257547321684e-01,7.207671117982628051e-01
7.845107465982437134e-01,6.464862213893370901e-01,7.088420165150594032e-01
7.947956323623657227e-01,6.513325575024191405e-01,7.159479713437240100e-01
8.038677573204040527e-01,6.542738263655191178e-01,7.213972077312026387e-01
7.947956323623657227e-01,6.513325575024191405e-01,7.159479713437240100e-01
9.861838817596435547e-01,6.338121237778905348e-01,7.716751132681997083e-01
7.845107465982437134e-01,6.464862213893370901e-01,7.088420165150594032e-01
8.199418783187866211e-01,6.787980290675404982e-01,7.427238418216914884e-01
8.199418783187866211e-01,6.787980290675404982e-01,7.427238418216914884e-01
7.735807076096534729e-01,5.345576961408369243e-01,6.322320629884798926e-01
7.695315852761268616e-01,5.480184432235546410e-01,6.401540620883969801e-01
8.049683868885040283e-01,4.798771303030662239e-01,6.012955087847319247e-01
5.883115977048873901e-01,5.073725532856769860e-01,5.448525602661112854e-01
7.647240534424781799e-01,5.134902578429318964e-01,6.144170784412219533e-01
7.845929339528083801e-01,5.777010331512428820e-01,6.654366230678352423e-01
7.767181172966957092e-01,5.713232778361998498e-01,6.583731661815366287e-01
7.434060052037239075e-01,4.771377266733907163e-01,5.812279266269894107e-01
9.433304965496063232e-01,5.242728375305887312e-01,6.739730616177200817e-01
7.603398337960243225e-01,5.034151237341575325e-01,6.057607437734507938e-01
8.212351262569428378e-01,5.732230435824021697e-01,6.751739259758765543e-01
8.212351262569428378e-01,5.732230435824021697e-01,6.751739259758765543e-01
7.386814095079898834e-01,6.275336325408951144e-01,6.785863336767317122e-01
7.660088129341602325e-01,5.437243365412277596e-01,6.360038054533280194e-01
7.835860878229141679e-01,6.375025454307755579e-01,7.030358471132385212e-01
9.695000946521759033e-01,5.063793007059083084e-01,6.652776392276524842e-01
7.505218721926212311e-01,5.547895385853706118e-01,6.379806071315978766e-01
7.589210607111454010e-01,5.663507414020357844e-01,6.486450624151579580e-01
7.457691617310047150e-01,6.138337923874778168e-01,6.733999972628477160e-01
7.660088129341602325e-01,5.437243365412277596e-01,6.360038054533280194e-01
9.590192437171936035e-01,5.775256333572249545e-01,7.209137909256320143e-01
7.331997044384479523e-01,5.722191425100449091e-01,6.427835895630225060e-01
7.835047170519828796e-01,6.689366816032317198e-01,7.217021573889311759e-01
7.835047170519828796e-01,6.689366816032317198e-01,7.217021573889311759e-01
8.088740408420562744e-01,5.986476634886670478e-01,6.880612257940069698e-01
8.271105945110321933e-01,5.873625990637438843e-01,6.869183957843252308e-01
8.039493143558502641e-01,5.759110926709910538e-01,6.710871994369287385e-01
9.792815744876861572e-01,4.673534102984769900e-01,6.327381658711004331e-01
8.286816537380219394e-01,5.833005312539584208e-01,6.846693308223890106e-01
7.639128342270851135e-01,5.204918247165408740e-01,6.191356941016693538e-01
7.734361216425895691e-01,4.906316577384234878e-01,6.003985746746904884e-01
8.103356182575226496e-01,5.613855779276671898e-01,6.632699569504317827e-01
9.556631843249002722e-01,5.446679541273108383e-01,6.938723033876621482e-01
8.272178351879120317e-01,6.073431185849591518e-01,7.004304117588149303e-01
9.023959537347157056e-01,5.686940112752272292e-01,6.976965201233784608e-01
9.023959537347157056e-01,5.686940112752272292e-01,6.976965201233784608e-01
8.113512724637985674e-01,6.534262048809424961e-01,7.238753885708042457e-01
8.282197445631027666e-01,6.631356199798377205e-01,7.365407693540801937e-01
8.142711967229843140e-01,6.541928174055140488e-01,7.255068741095558327e-01
7.376168519258499146e-01,5.493357030593830626e-01,6.297035121792583512e-01
8.346956580877304965e-01,6.541027440972950746e-01,7.334461397056617482e-01
7.814310304820537567e-01,5.967989387719527805e-01,6.767480320683897377e-01
8.282197445631027666e-01,6.631356199798377205e-01,7.365407693540801937e-01
8.300055593252182451e-01,6.455129578061725715e-01,7.262251708466749278e-01
7.732076607644557953e-01,6.222920250633489081e-01,6.895894938538597030e-01
8.281169623136520608e-01,6.579108974208002225e-01,7.332664327605814547e-01
8.163112372159958552e-01,5.875165793558825289e-01,6.832695293787179880e-01
8.163112372159958552e-01,5.875165793558825289e-01,6.832695293787179880e-01
9.160212427377700806e-01,6.642472471405820311e-01,7.700774807674584110e-01
7.947625592350959778e-01,6.675719876841801348e-01,7.256358984656157141e-01
8.232691109180451106e-01,7.118915097742546383e-01,7.635400262646865333e-01
9.787478446960449219e-01,6.718283860785205786e-01,7.967527613934023423e-01
8.009450659155845642e-01,6.836766815040169476e-01,7.376794334098047967e-01
7.802581414580345154e-01,6.754391160680026651e-01,7.240748261997066448e-01
7.776853069663047791e-01,6.967484267746529847e-01,7.349954111260634804e-01
7.893162593245506287e-01,6.322651647213028969e-01,7.021154979624191217e-01
9.780718088150024414e-01,6.374571737719745279e-01,7.718572649744308567e-01
7.858779653906822205e-01,6.806935580765328675e-01,7.295137808363266751e-01
7.824017927050590515e-01,6.267035779793088679e-01,6.959507970188812953e-01
7.824017927050590515e-01,6.267035779793088679e-01,6.959507970188812953e-01
7.648737095296382904e-01,6.238371085476230871e-01,6.871936146039546722e-01
7.643831297755241394e-01,5.913074187733031728e-01,6.667973246626865969e-01
8.005301803350448608e-01,5.858045258634798635e-01,6.765382135119427653e-01
9.281172156333923340e-01,5.865137541817652123e-01,7.187935851176998625e-01
7.681370750069618225e-01,5.914116913939381215e-01,6.682882703132125846e-01
7.590418383479118347e-01,6.238371085476230871e-01,6.848299582037155053e-01
7.671860568225383759e-01,6.272120695259120193e-01,6.901735527588375163e-01
7.681370750069618225e-01,5.914116913939381215e-01,6.682882703132125846e-01
7.455355748534202576e-01,5.960051666878096732e-01,6.624369142180817072e-01
7.016638616720834998e-01,5.731494260263872986e-01,6.309288481089865286e-01
8.278063918863023396e-01,7.340953346711021066e-01,7.781396229506226669e-01
8.278063918863023396e-01,7.340953346711021066e-01,7.781396229506226669e-01
7.744395211338996887e-01,7.403692126274109553e-01,7.570212208451669866e-01
7.762503698468208313e-01,7.412321012467146808e-01,7.583371850357706334e-01
7.709384143352508989e-01,7.933555938303471500e-01,7.819863789273320265e-01
7.069151500860849646e-01,7.337974626570940018e-01,7.201055073146598318e-01
7.744395211338996887e-01,7.403692126274109553e-01,7.570212208451669866e-01
7.398785576224327087e-01,7.523518430069089380e-01,7.460630693407217517e-01
7.134640514850616455e-01,7.385361410677433458e-01,7.257836329180413770e-01
7.744395211338996887e-01,7.403692126274109553e-01,7.570212208451669866e-01
7.134640514850616455e-01,7.385361410677433458e-01,7.257836329180413770e-01
7.695635929703712463e-01,7.561740614473819733e-01,7.628100754457913801e-01
7.460240349173545837e-01,7.612278137356043306e-01,7.535492434152697427e-01
7.460240349173545837e-01,7.612278137356043306e-01,7.535492434152697427e-01
7.659161947667598724e-01,6.684041972575562873e-01,7.138455287623899359e-01
7.563199810683727264e-01,6.313771674137437229e-01,6.882238935601867613e-01
7.653532832860947543e-01,6.627738286605041607e-01,7.103795195793186634e-01
9.551136195659637451e-01,6.247823377338688200e-01,7.554144528020092508e-01
7.598776631057262421e-01,6.389345625478229929e-01,6.941776649678330635e-01
7.659161947667598724e-01,6.684041972575562873e-01,7.138455287623899359e-01
7.659161947667598724e-01,6.684041972575562873e-01,7.138455287623899359e-01
7.596510313451290131e-01,6.494515524821334873e-01,7.002421928881040758e-01
9.815705418586730957e-01,6.137938397737701113e-01,7.552907145636165165e-01
7.609648667275905609e-01,6.572880018293187909e-01,7.053369505575185494e-01
7.498490326106548309e-01,6.472117316521954766e-01,6.947601754884822345e-01
7.498490326106548309e-01,6.472117316521954766e-01,6.947601754884822345e-01
7.780546545982360840e-01,6.074329912662506104e-01,6.822378642233842827e-01
7.860179394483566284e-01,6.235569939017295837e-01,6.954252262565165932e-01
7.839833378791809526e-01,6.125561374486708788e-01,6.877482717237871634e-01
6.884540518124897535e-01,5.574749588814316148e-01,6.160798744258586535e-01
7.437716573476791382e-01,6.257579950045565331e-01,6.796801518590206426e-01
7.462877929210662842e-01,6.312035195985618019e-01,6.839382248641332485e-01
7.780546545982360840e-01,6.074329912662506104e-01,6.822378642233842827e-01
7.437716573476791382e-01,6.257579950045565331e-01,6.796801518590206426e-01
7.215016484260559082e-01,5.552298735295022603e-01,6.275387771319880237e-01
7.462877929210662842e-01,6.312035195985618019e-01,6.839382248641332485e-01
8.037887454032898171e-01,6.288484885376326439e-01,7.056375831584208447e-01
8.037887454032898171e-01,6.288484885376326439e-01,7.056375831584208447e-01
7.570420168340206146e-01,6.903429238767063714e-01,7.221556404229116932e-01
7.536985389888286591e-01,7.123083591039450768e-01,7.324191588247201956e-01
8.004512876272201760e-01,7.394765419358352299e-01,7.687567414514684394e-01
7.662900798022747040e-01,7.007639795401185978e-01,7.320636651181920973e-01
7.584784142673015594e-01,6.949353880899131752e-01,7.253178555505722658e-01
7.536985389888286591e-01,7.123083591039450768e-01,7.324191588247201956e-01
7.553727440536022186e-01,7.112636509228427162e-01,7.326549069468577535e-01
7.577953897416591644e-01,7.032999617030035733e-01,7.295313999282225792e-01
7.343381009995937347e-01,6.849451223212592588e-01,7.087821403785036223e-01
7.570420168340206146e-01,6.903429238767063714e-01,7.221556404229116932e-01
7.547908239066600800e-01,6.913746096334366653e-01,7.216922754901379244e-01
7.547908239066600800e-01,6.913746096334366653e-01,7.216922754901379244e-01
7.875671684741973877e-01,6.587561162188649844e-01,7.174256193706419760e-01
7.804277837276458740e-01,7.146959546953439713e-01,7.461169475515362359e-01
8.066030740737915039e-01,7.259582551196217537e-01,7.641588614752701236e-01
9.700232346852619703e-01,6.901183953508734925e-01,8.064744188837498218e-01
7.727315723896026611e-01,6.467539871111512850e-01,7.041526024194532107e-01
7.848057597875595093e-01,7.150921123102307320e-01,7.483288281952197307e-01
7.632438242435455322e-01,7.034074617549777031e-01,7.321050426050017546e-01
7.892926037311553955e-01,7.112837156280875650e-01,7.482604765339633257e-01
9.698774019877115515e-01,7.093801757320762347e-01,8.194237870224083675e-01
7.727315723896026611e-01,6.467539871111512850e-01,7.041526024194532107e-01
7.774620801210403442e-01,6.695438116788864358e-01,7.194786524504510616e-01
7.774620801210403442e-01,6.695438116788864358e-01,7.194786524504510616e-01
7.603757604956626892e-01,6.403905326581519342e-01,6.952443682633581146e-01
7.795707955956459045e-01,7.005873759803564749e-01,7.379717499998663666e-01
8.240960180759430154e-01,7.370674284579961100e-01,7.781559761654393004e-01
7.137882411479949951e-01,6.390191355477208290e-01,6.743374595378407443e-01
7.830810472369194031e-01,6.964693390156911912e-01,7.372401027127916118e-01
7.795707955956459045e-01,7.005873759803564749e-01,7.379717499998663666e-01
7.795707955956459045e-01,7.005873759803564749e-01,7.379717499998663666e-01
7.760248854756355286e-01,6.864806609633176127e-01,7.285115295493120868e-01
5.856914967298507690e-01,5.922331636690575385e-01,5.889441654526827996e-01
7.830810472369194031e-01,6.964693390156911912e-01,7.372401027127916118e-01
7.517677024006843567e-01,6.394818386305932689e-01,6.910935506191528965e-01
7.517677024006843567e-01,6.394818386305932689e-01,6.910935506191528965e-01
7.524538077414035797e-01,6.231889598899417182e-01,6.817480771101707138e-01
7.472742386162281036e-01,6.191379661913271049e-01,6.771980675468066702e-01
7.895583301782608254e-01,7.262496537632412430e-01,7.565819285722591436e-01
7.559723295271396637e-01,6.320520662599139472e-01,6.884805113846917957e-01
8.058727055788040827e-01,6.779650202503910705e-01,7.364060040347863989e-01
7.565229125320911407e-01,6.759584745875111267e-01,7.139751741891177117e-01
7.527277357876300812e-01,6.790058294932047600e-01,7.139687620870549534e-01
7.958595424890518855e-01,6.734558602174123276e-01,7.295591835652682766e-01
7.527277357876300812e-01,6.790058294932047600e-01,7.139687620870549534e-01
8.303592527906099585e-01,6.973246779706743226e-01,7.580494720051631496e-01
8.483642879873514175e-01,7.785586602158016678e-01,8.119639152669796411e-01
8.483642879873514175e-01,7.785586602158016678e-01,8.119639152669796411e-01
7.594397887587547302e-01,5.795202484587207437e-01,6.573918904786978379e-01
7.581782564520835876e-01,5.770057254703715444e-01,6.553002444952991112e-01
8.009661495685578281e-01,5.972365470370277762e-01,6.842588111483377533e-01
6.883571048577625806e-01,5.292845866642892361e-01,5.984302414393297687e-01
8.153314411640167902e-01,6.060166967799887061e-01,6.952617076205021007e-01
7.652776613831520081e-01,5.553412251174449921e-01,6.436228322520523015e-01
7.576496526598930359e-01,5.747680034255608916e-01,6.536580721014816353e-01
7.594397887587547302e-01,5.795202484587207437e-01,6.573918904786978379e-01
7.581782564520835876e-01,5.770057254703715444e-01,6.553002444952991112e-01
7.594397887587547302e-01,5.795202484587207437e-01,6.573918904786978379e-01
7.979009697834650305e-01,6.114304447546601295e-01,6.923296249445536343e-01
7.979009697834650305e-01,6.114304447546601295e-01,6.923296249445536343e-01
7.664500288665294647e-01,7.127117148923629575e-01,7.386047087245475318e-01
7.660522423684597015e-01,7.168173746643017319e-01,7.406174500075806133e-01
7.857694476842880249e-01,7.348033076494323579e-01,7.594322431241553595e-01
7.401913218200206757e-01,6.792305305752218691e-01,7.084018657294732790e-01
7.664500288665294647e-01,7.127117148923629575e-01,7.386047087245475318e-01
7.436541430652141571e-01,6.629391094403607188e-01,7.009807767200756379e-01
7.700317166745662689e-01,7.190018003540379343e-01,7.436423482576153265e-01
7.671742402017116547e-01,6.070555404436831504e-01,6.777867567116789838e-01
7.695150636136531830e-01,6.781502594905239878e-01,7.209495616742250812e-01
7.700317166745662689e-01,7.190018003540379343e-01,7.436423482576153265e-01
7.823273509740830134e-01,7.374872358477845280e-01,7.592458193265375632e-01
7.823273509740830134e-01,7.374872358477845280e-01,7.592458193265375632e-01
7.691620066761970520e-01,4.702252745088459918e-01,5.836422903828236697e-01
7.730760201811790466e-01,4.637352303210375837e-01,5.797207716679767531e-01
8.209183752536773904e-01,5.608721586025279260e-01,6.664255542120023357e-01
7.290227115154266357e-01,4.413659998580165555e-01,5.498443976097797670e-01
7.786569073796272278e-01,5.225149291581001609e-01,6.253745237532036816e-01
7.637779638171195984e-01,4.702226271231969013e-01,5.820834824904267402e-01
7.786569073796272278e-01,5.225149291581001609e-01,6.253745237532036816e-01
7.809229269623756409e-01,5.225256854749243951e-01,6.261118141835887441e-01
7.290752430756886060e-01,4.783894319249236138e-01,5.777094743833022239e-01
8.051055610179901345e-01,5.080947580652824813e-01,6.230122081115779809e-01
7.727511152625083923e-01,5.218457000303096116e-01,6.229844565192378392e-01
7.727511152625083923e-01,5.218457000303096116e-01,6.229844565192378392e-01
8.108018413186073303e-01,6.393474253833804077e-01,7.149389123536150636e-01
7.580839296181995923e-01,6.055065287738784496e-01,6.732589919757157038e-01
8.460388004779816340e-01,6.487671993991249719e-01,7.343858978545988458e-01
8.145553097128868103e-01,6.432760668616009925e-01,7.188539693864467450e-01
8.495823204517365390e-01,6.637012413424304702e-01,7.452256205543796863e-01
7.986353114247322083e-01,6.232852794421025466e-01,7.001482873952030728e-01
8.419053852558135986e-01,6.564098238690286857e-01,7.376751731338914153e-01
8.617204378048578528e-01,6.524126508042343842e-01,7.425996027824693924e-01
7.925806567072868347e-01,6.042626605838792297e-01,6.857274404662997425e-01
8.107652887701988220e-01,6.183458050856224242e-01,7.016016002891147796e-01
8.285914446626390095e-01,6.481736564738119766e-01,7.273616447146475927e-01
8.285914446626390095e-01,6.481736564738119766e-01,7.273616447146475927e-01
7.581481784582138062e-01,7.029753029346466064e-01,7.295200607041829599e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.997027635574340820e-01,7.521567927563891365e-01,7.752014199333157052e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
7.602680027484893799e-01,7.050311842239370685e-01,7.316084729601661785e-01
9.313828498125076294e-01,7.202633378260275832e-01,8.123300561835448130e-01
9.313828498125076294e-01,7.202633378260275832e-01,8.123300561835448130e-01
7.833120450377464294e-01,6.984223854541778964e-01,7.384355196074187111e-01
7.786241993308067322e-01,6.420495104789734064e-01,7.037721365229779868e-01
8.209252655506134033e-01,7.560309109091758462e-01,7.871428332217996759e-01
5.751721411943435669e-01,5.277604607492685229e-01,5.504472598088806512e-01
7.819082066416740417e-01,6.434486708045006331e-01,7.059534411566552592e-01
7.810341492295265198e-01,6.445302671194076405e-01,7.062467932828497830e-01
7.833120450377464294e-01,6.984223854541778964e-01,7.384355196074187111e-01
7.810341492295265198e-01,6.445302671194076405e-01,7.062467932828497830e-01
9.539635976155598218e-01,6.441298061609268544e-01,7.690118559586185398e-01
7.815978452563285828e-01,6.788076421618461920e-01,7.265853148705789799e-01
7.720166817307472229e-01,6.728161323070526167e-01,7.190109095418384388e-01
7.720166817307472229e-01,6.728161323070526167e-01,7.190109095418384388e-01
7.300552465021610260e-01,6.403914439551373627e-01,6.822901419369149512e-01
7.229535020887851715e-01,6.310250232828423789e-01,6.738685170250746648e-01
7.652323633432388528e-01,6.619708091020584106e-01,7.098659763283563517e-01
6.903926183780033643e-01,6.213994904401454189e-01,6.540817228276250006e-01
7.659650780260562897e-01,6.857278131424112688e-01,7.236290280039816558e-01
7.149819470942020416e-01,6.241799482005707667e-01,6.665025285884031980e-01
7.229535020887851715e-01,6.310250232828423789e-01,6.738685170250746648e-01
7.479752190411090851e-01,6.475509302096164044e-01,6.941497285792403993e-01
9.617561697959899902e-01,6.765135685180095892e-01,7.943027735377635734e-01
7.454382069408893585e-01,6.628887566163184086e-01,7.017441530555079687e-01
7.608160287141800815e-01,6.884705655752344500e-01,7.228376273560640497e-01
7.608160287141800815e-01,6.884705655752344500e-01,7.228376273560640497e-01
8.518184036016465122e-01,7.176121637551453603e-01,7.789771149475323009e-01
8.873831741511821747e-01,7.292242078994312093e-01,8.005670386743527489e-01
7.677775993943214417e-01,5.306848613613278642e-01,6.275852574956866103e-01
7.540698423981666565e-01,5.620008879986992945e-01,6.440199774263105637e-01
8.873831741511821747e-01,7.292242078994312093e-01,8.005670386743527489e-01
7.493255957961082458e-01,5.519368012510511567e-01,6.356602225312031340e-01
8.873831741511821747e-01,7.292242078994312093e-01,8.005670386743527489e-01
8.901769779622554779e-01,6.287330055106294946e-01,7.369543328840323371e-01
7.496693804860115051e-01,5.794645391241477483e-01,6.536690030245040361e-01
8.907273374497890472e-01,7.320658389995567950e-01,8.036403715188717989e-01
7.641794905066490173e-01,5.468325589368813189e-01,6.374895279691820127e-01
7.641794905066490173e-01,5.468325589368813189e-01,6.374895279691820127e-01
7.466266006231307983e-01,5.543061176351472552e-01,6.362507245856974247e-01
7.490233480930328369e-01,5.474375869129217698e-01,6.325582563266420877e-01
7.994581699371338113e-01,5.819421678635419148e-01,6.735750785614263991e-01
9.172947704792022705e-01,5.210176177468954783e-01,6.645659732878985704e-01
7.915001660585403442e-01,6.035823385212935044e-01,6.848849721808942803e-01
7.715737819671630859e-01,5.558205206020205846e-01,6.461629982075451917e-01
8.010330557823182041e-01,6.087859923786976823e-01,6.918018371629829355e-01
7.551081925630569458e-01,5.576164271025096930e-01,6.415065674933655426e-01
7.382024129231770093e-01,5.802737998173517209e-01,6.497796699583979763e-01
7.841528803110122681e-01,5.908001703666705406e-01,6.738814173370102356e-01
7.194775342941284180e-01,5.489287098833158796e-01,6.227371971764820158e-01
7.194775342941284180e-01,5.489287098833158796e-01,6.227371971764820158e-01
7.593294680118560791e-01,6.399772764837488026e-01,6.945633711888506978e-01
7.682623267173767090e-01,6.228232686506940396e-01,6.879399155602624605e-01
7.820179104804992898e-01,6.569405797314136208e-01,7.140432513737773323e-01
9.514665305614471436e-01,5.866412709050989882e-01,7.257872747021142379e-01
8.214931845664978916e-01,6.359657700708571948e-01,7.169211099475353288e-01
7.643202692270278931e-01,6.329175003982604464e-01,6.924400196147411091e-01
7.593294680118560791e-01,6.399772764837488026e-01,6.945633711888506978e-01
7.595786452293395996e-01,6.078389930598279145e-01,6.752896934159835496e-01
9.568842649459838867e-01,5.301785938283229971e-01,6.823108398573844990e-01
7.467733919620513916e-01,6.108642074655978860e-01,6.720160614726776727e-01
7.759370684623718706e-01,6.242158691933814563e-01,6.918561802834832797e-01
7.759370684623718706e-01,6.242158691933814563e-01,6.918561802834832797e-01
8.812727034091949463e-01,7.354799687393068774e-01,8.018028131573913253e-01
8.876725931962330396e-01,7.267469214055481963e-01,7.991892051435813826e-01
8.957459671156746683e-01,7.704258211485044416e-01,8.283729530368636462e-01
8.650516033172608310e-01,7.067017752941199271e-01,7.779000345784992110e-01
8.886093993981678540e-01,7.263219963143190405e-01,7.993114192071247848e-01
8.210385203361512119e-01,6.995330464652204094e-01,7.554311680366567749e-01
8.816129763921101148e-01,7.560011102693287022e-01,8.139895649518498200e-01
8.876725931962330396e-01,7.267469214055481963e-01,7.991892051435813826e-01
8.075206130743026733e-01,6.727232436730167242e-01,7.339843143870581343e-01
8.816129763921101148e-01,7.560011102693287022e-01,8.139895649518498200e-01
8.250431418418884277e-01,5.865269680544147324e-01,6.856337479888410247e-01
8.250431418418884277e-01,5.865269680544147324e-01,6.856337479888410247e-01
7.710243910551071167e-01,5.404052696745805795e-01,6.354372734592247385e-01
7.787767499685287476e-01,5.556404131906803601e-01,6.485525622457551931e-01
8.249365687370300293e-01,5.611785784965813706e-01,6.679628772798802405e-01
9.463004469871520996e-01,5.068034228840561095e-01,6.600881266007611048e-01
7.764843553304672241e-01,5.456833659925244273e-01,6.409392542623656430e-01
7.740705460309982300e-01,4.529212903645303823e-01,5.714675846115743196e-01
7.718925774097442627e-01,5.377990473626238499e-01,6.339249407193722208e-01
7.742426991462707520e-01,5.356605924063860824e-01,6.332243083371760228e-01
9.679752786954243238e-01,5.681127783550758981e-01,7.159994798925871651e-01
7.718925774097442627e-01,5.377990473626238499e-01,6.339249407193722208e-01
7.714686691761016846e-01,4.933911370809632713e-01,6.018624388634821187e-01
7.714686691761016846e-01,4.933911370809632713e-01,6.018624388634821187e-01
7.886645868420600891e-01,6.483045951070556256e-01,7.116295632094084000e-01
7.877368405461311340e-01,6.800624512764344987e-01,7.299502728024410692e-01
8.179327428340912309e-01,7.060109193784644965e-01,7.578619368640439058e-01
9.733116626739501953e-01,5.963415678096822825e-01,7.395597850712473109e-01
7.676711007952690125e-01,6.602873681898576708e-01,7.099415589303090801e-01
7.877368405461311340e-01,6.800624512764344987e-01,7.299502728024410692e-01
7.877368405461311340e-01,6.800624512764344987e-01,7.299502728024410692e-01
7.877368405461311340e-01,6.800624512764344987e-01,7.299502728024410692e-01
9.682784080505371094e-01,5.919294888041465308e-01,7.347130395287702065e-01
7.820732817053794861e-01,6.474119589989444368e-01,7.083998924537919795e-01
7.800457552075386047e-01,7.036184011453605613e-01,7.398635934543734693e-01
7.800457552075386047e-01,7.036184011453605613e-01,7.398635934543734693e-01
7.757062315940856934e-01,4.699468787897516098e-01,5.853005453228800059e-01
