P,R,F
9.275854229927062988e-01,3.105796816734931465e-01,4.653485780084458678e-01
9.312355518341064453e-01,3.027036519577869789e-01,4.568918817181046865e-01
9.822349548339843750e-01,3.019772520554917516e-01,4.619370707463524295e-01
9.245818257331848145e-01,1.541939280704473503e-01,2.643086907166369848e-01
5.990102887153625488e-01,2.269982109200614218e-01,3.292321178804136217e-01
2.820779681205749512e-01,1.411185317563933284e-01,1.881226745191644512e-01
7.631690502166748047e-01,3.392676280980760350e-01,4.697204993227743763e-01
8.768827319145202637e-01,2.973099959148701177e-01,4.440599831090192295e-01
2.477567195892333984e-01,3.925713560491440879e-02,6.777525866383057873e-02
9.481965303421020508e-01,3.576262576336210475e-01,5.193659963203742791e-01
9.481965303421020508e-01,3.576262576336210475e-01,5.193659963203742791e-01
8.562367558479309082e-01,2.910378964557109871e-01,4.344161945697559424e-01
9.851099252700805664e-01,4.385946091948723091e-01,6.069572614660474486e-01
8.581079244613647461e-01,2.097932164071370786e-01,3.371570918086885249e-01
6.268085837364196777e-01,3.415103268106372547e-01,4.421303806998918562e-01
7.587964534759521484e-01,1.235068826531262459e-01,2.124362012462170379e-01
9.901941021283466871e-01,6.355535127222537994e-01,7.741931578258669511e-01
9.697311520576477051e-01,4.200510540787054103e-01,5.861876642199691512e-01
6.010274887084960938e-01,3.385151717811822891e-01,4.330977871283244185e-01
3.659308850765228271e-01,1.645200098579635284e-01,2.269878452276275493e-01
9.870966076850891113e-01,5.144934095442295074e-01,6.764225832754534595e-01
8.399581313133239746e-01,3.724142816297861813e-01,5.160335235817142818e-01
1.316643208265304565e-01,4.899414419196546078e-02,7.141409862916525686e-02
8.953950405120849609e-01,3.447679331412120685e-01,4.978434351299143024e-01
9.909889101982116699e-01,3.318405179496930479e-01,4.971922550936898055e-01
9.188516885042190552e-01,4.532913088798523060e-01,6.070904932541179022e-01
6.704557538032531738e-01,2.824582512180010552e-01,3.974666312813602276e-01
9.748968780040740967e-01,3.351401110490163093e-01,4.988058363020523855e-01
2.132708430290222168e-01,5.459733754396438321e-02,8.693843501855344491e-02
7.996066411336262281e-01,4.382562031348546383e-01,5.661896585186327879e-01
7.165164351463317871e-01,2.422898059089978462e-01,3.621266123823522198e-01
8.669560551643371582e-01,3.421092698971430202e-01,4.906165066806411068e-01
9.941490689913431433e-01,4.205661816149950383e-01,5.910807531375577017e-01
